2023-08-05_17-07-28: DF Exception: Sub: R1004D, Sess: 0, KeyError, 'HFA_array', file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-54: DF Exception: Sub: R1387E, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 3, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-54: DF Exception: Sub: R1388T, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1388T_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-10-54: DF Exception: Sub: R1388T, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1388T_1_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-10-54: DF Exception: Sub: R1393T, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 1, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-54: DF Exception: Sub: R1393T, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 1, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-54: DF Exception: Sub: R1393T, Sess: 2, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1393T_2_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-10-54: DF Exception: Sub: R1395M, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 5, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-54: DF Exception: Sub: R1395M, Sess: 2, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 5, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-54: DF Exception: Sub: R1395M, Sess: 3, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 5, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-54: DF Exception: Sub: R1395M, Sess: 4, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 5, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-55: DF Exception: Sub: R1395M, Sess: 5, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 5, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-55: DF Exception: Sub: R1395M, Sess: 6, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 5, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-55: DF Exception: Sub: R1396T, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 2, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-55: DF Exception: Sub: R1397D, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 5, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-55: DF Exception: Sub: R1397D, Sess: 3, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 5, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-55: DF Exception: Sub: R1398J, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 3, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-55: DF Exception: Sub: R1398J, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 3, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-55: DF Exception: Sub: R1404E, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 1, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-55: DF Exception: Sub: R1404E, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 1, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-55: DF Exception: Sub: R1405E, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 7, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-55: DF Exception: Sub: R1405E, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 7, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-55: DF Exception: Sub: R1405E, Sess: 2, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 5, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-55: DF Exception: Sub: R1413D, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1413D_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-10-55: DF Exception: Sub: R1414E, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 7, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-55: DF Exception: Sub: R1415T, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 2, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-55: DF Exception: Sub: R1420T, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 1, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-55: DF Exception: Sub: R1421M, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 1, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-55: DF Exception: Sub: R1421M, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1421M_1_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-10-55: DF Exception: Sub: R1423E, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 1, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-55: DF Exception: Sub: R1426N, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 3, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-55: DF Exception: Sub: R1426N, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1426N_1_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-10-55: DF Exception: Sub: R1427T, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1427T_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-10-55: DF Exception: Sub: R1433E, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 15, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-55: DF Exception: Sub: R1436J, Sess: 6, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 6, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-55: DF Exception: Sub: R1443D, Sess: 2, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 5, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-55: DF Exception: Sub: R1444D, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 5, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-55: DF Exception: Sub: R1445E, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 3, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-55: DF Exception: Sub: R1447M, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 3, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-55: DF Exception: Sub: R1448T, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1448T_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-10-55: DF Exception: Sub: R1449T, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 3, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-55: DF Exception: Sub: R1449T, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 2, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-55: DF Exception: Sub: R1450D, Sess: 3, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 7, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-55: DF Exception: Sub: R1450D, Sess: 4, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 13, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-55: DF Exception: Sub: R1454M, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 1, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-55: DF Exception: Sub: R1456D, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1456D_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-10-55: DF Exception: Sub: R1456D, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 3, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-55: DF Exception: Sub: R1456D, Sess: 3, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 2, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-55: DF Exception: Sub: R1463E, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 1, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-55: DF Exception: Sub: R1463E, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 2, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-55: DF Exception: Sub: R1465D, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 2, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-55: DF Exception: Sub: R1465D, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1465D_1_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-10-55: DF Exception: Sub: R1465D, Sess: 2, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 2, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-55: DF Exception: Sub: R1465D, Sess: 3, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 5, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-55: DF Exception: Sub: R1467M, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1467M_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-10-56: DF Exception: Sub: R1468J, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 10, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-56: DF Exception: Sub: R1468J, Sess: 2, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 11, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-56: DF Exception: Sub: R1468J, Sess: 3, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 11, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-56: DF Exception: Sub: R1468J, Sess: 5, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 9, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-56: DF Exception: Sub: R1468J, Sess: 6, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 8, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-56: DF Exception: Sub: R1468J, Sess: 7, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 8, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-56: DF Exception: Sub: R1468J, Sess: 8, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 9, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-56: DF Exception: Sub: R1469D, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 3, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-56: DF Exception: Sub: R1469D, Sess: 3, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 2, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-56: DF Exception: Sub: R1469D, Sess: 4, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 7, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-56: DF Exception: Sub: R1472T, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1472T_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-10-56: DF Exception: Sub: R1472T, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1472T_1_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-10-56: DF Exception: Sub: R1473J, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 11, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-56: DF Exception: Sub: R1473J, Sess: 2, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 11, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-56: DF Exception: Sub: R1476J, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 10, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-56: DF Exception: Sub: R1476J, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 10, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-56: DF Exception: Sub: R1476J, Sess: 2, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 8, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-56: DF Exception: Sub: R1476J, Sess: 3, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 10, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-56: DF Exception: Sub: R1476J, Sess: 4, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 11, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-56: DF Exception: Sub: R1482J, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 3, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-56: DF Exception: Sub: R1482J, Sess: 2, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 5, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-56: DF Exception: Sub: R1484T, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 8, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-56: DF Exception: Sub: R1484T, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 8, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-56: DF Exception: Sub: R1486J, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 9, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-56: DF Exception: Sub: R1486J, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 9, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-56: DF Exception: Sub: R1486J, Sess: 2, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 9, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-56: DF Exception: Sub: R1486J, Sess: 3, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 9, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-56: DF Exception: Sub: R1487T, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1487T_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-10-56: DF Exception: Sub: R1487T, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 1, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-56: DF Exception: Sub: R1487T, Sess: 2, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 1, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-56: DF Exception: Sub: R1488T, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1488T_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-10-56: DF Exception: Sub: R1488T, Sess: 2, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 1, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-56: DF Exception: Sub: R1488T, Sess: 3, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 2, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-56: DF Exception: Sub: R1489E, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 6, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-56: DF Exception: Sub: R1489E, Sess: 2, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 6, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-56: DF Exception: Sub: R1489E, Sess: 3, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 6, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-56: DF Exception: Sub: R1489E, Sess: 4, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 6, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-56: DF Exception: Sub: R1491T, Sess: 2, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 5, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-56: DF Exception: Sub: R1491T, Sess: 4, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 1, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-57: DF Exception: Sub: R1493T, Sess: 4, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1493T_4_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-10-57: DF Exception: Sub: R1496T, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 2, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-57: DF Exception: Sub: R1496T, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 3, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-57: DF Exception: Sub: R1497T, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 3, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-57: DF Exception: Sub: R1497T, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 3, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-57: DF Exception: Sub: R1497T, Sess: 2, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 3, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-57: DF Exception: Sub: R1497T, Sess: 3, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1497T_3_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-10-57: DF Exception: Sub: R1497T, Sess: 4, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 3, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-57: DF Exception: Sub: R1498D, Sess: 2, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 7, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-57: DF Exception: Sub: R1501J, Sess: 6, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 5, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-57: DF Exception: Sub: R1501J, Sess: 8, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 5, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-57: DF Exception: Sub: R1505J, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 2, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-57: DF Exception: Sub: R1505J, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1505J_1_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-10-57: DF Exception: Sub: R1515T, Sess: 2, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 5, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-57: DF Exception: Sub: R1515T, Sess: 3, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1515T_3_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-10-57: DF Exception: Sub: R1518T, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 3, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-57: DF Exception: Sub: R1518T, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 2, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-57: DF Exception: Sub: R1518T, Sess: 2, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 2, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-57: DF Exception: Sub: R1525J, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 11, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-57: DF Exception: Sub: R1525J, Sess: 2, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 17, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-58: DF Exception: Sub: R1525J, Sess: 3, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 17, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-58: DF Exception: Sub: R1525J, Sess: 4, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 16, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-10-58: DF Exception: Sub: R1525J, Sess: 6, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 7, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-11-03: DF Exception: Sub: R1015J, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 7, file: ripples_HFA_general.py, line no: 249
